id,prod,age,Sum Assured,Term,Term_if,Premium,sex
40380,3,69,330000,0,156,0,1
40381,3,71,250000,0,60,0,0
40382,3,70,280000,0,120,0,1
40383,3,58,170000,0,96,0,1
40384,3,72,210000,0,48,0,1
40385,3,68,180000,0,12,0,0
40386,3,67,180000,0,24,0,0
40387,3,65,260000,0,72,0,1
40388,3,71,280000,0,156,0,1
40389,3,68,320000,0,72,0,0
40390,3,68,210000,0,0,0,1
40391,3,64,260000,0,36,0,1
40392,3,64,280000,0,168,0,0
40393,3,66,190000,0,24,0,1
40394,3,69,200000,0,24,0,1
40395,3,70,240000,0,36,0,0
40396,3,66,190000,0,12,0,0
40397,3,71,240000,0,156,0,0
40398,3,84,210000,0,0,0,1
40399,3,75,250000,0,48,0,0
40400,3,72,230000,0,24,0,0
40401,3,69,150000,0,36,0,0
40402,3,74,240000,0,48,0,0
40403,3,69,230000,0,168,0,0
40404,3,67,180000,0,24,0,1
40405,3,69,260000,0,48,0,0
40406,3,67,120000,0,60,0,1
40407,3,67,200000,0,108,0,1
40408,3,66,190000,0,108,0,0
40409,3,68,270000,0,36,0,1
40410,3,70,260000,0,84,0,1
40411,3,77,270000,0,132,0,0
40412,3,74,180000,0,0,0,0
40413,3,71,320000,0,60,0,1
40414,3,69,220000,0,36,0,1
40415,3,71,270000,0,48,0,1
40416,3,68,230000,0,72,0,1
40417,3,70,290000,0,144,0,0
40418,3,74,280000,0,48,0,1
40419,3,67,280000,0,108,0,0
40420,3,79,210000,0,168,0,1
40421,3,71,330000,0,12,0,0
40422,3,72,290000,0,24,0,0
40423,3,69,280000,0,60,0,1
40424,3,74,170000,0,60,0,0
40425,3,73,300000,0,96,0,1
40426,3,74,300000,0,12,0,0
40427,3,70,230000,0,180,0,1
40428,3,64,210000,0,36,0,1
40429,3,69,260000,0,84,0,1
40430,3,73,140000,0,180,0,1
40431,3,67,260000,0,108,0,1
40432,3,78,240000,0,168,0,1
40433,3,64,240000,0,120,0,1
40434,3,67,180000,0,12,0,0
40435,3,74,250000,0,96,0,1
40436,3,68,200000,0,108,0,1
40437,3,78,230000,0,108,0,0
40438,3,72,270000,0,180,0,1
40439,3,66,330000,0,120,0,0
40440,3,73,230000,0,180,0,0
40441,3,72,250000,0,156,0,0
40442,3,75,180000,0,144,0,1
40443,3,74,240000,0,60,0,1
40444,3,75,250000,0,48,0,0
40445,3,81,280000,0,60,0,1
40446,3,69,170000,0,12,0,1
40447,3,65,230000,0,60,0,1
40448,3,73,220000,0,60,0,1
40449,3,68,260000,0,36,0,1
40450,3,71,200000,0,24,0,1
40451,3,66,210000,0,36,0,1
40452,3,71,270000,0,108,0,1
40453,3,69,260000,0,96,0,1
40454,3,66,220000,0,24,0,0
40455,3,70,200000,0,120,0,0
40456,3,75,300000,0,144,0,1
40457,3,66,240000,0,36,0,0
40458,3,73,170000,0,36,0,0
40459,3,75,230000,0,0,0,0
40460,3,74,230000,0,180,0,1
40461,3,73,340000,0,132,0,0
40462,3,71,350000,0,168,0,0
40463,3,71,240000,0,36,0,0
40464,3,77,260000,0,84,0,1
40465,3,62,200000,0,144,0,1
40466,3,68,200000,0,12,0,0
40467,3,66,350000,0,72,0,0
40468,3,70,240000,0,12,0,0
40469,3,68,250000,0,72,0,0
40470,3,72,280000,0,24,0,0
40471,3,63,210000,0,36,0,1
40472,3,72,250000,0,12,0,1
40473,3,75,180000,0,48,0,0
40474,3,73,180000,0,48,0,0
40475,3,68,110000,0,120,0,1
40476,3,72,400000,0,72,0,0
40477,3,69,130000,0,156,0,1
40478,3,67,250000,0,180,0,0
40479,3,74,220000,0,36,0,1
40480,3,69,270000,0,0,0,1
40481,3,73,280000,0,156,0,0
40482,3,67,250000,0,96,0,1
40483,3,72,300000,0,12,0,1
40484,3,77,280000,0,132,0,1
40485,3,61,310000,0,132,0,0
40486,3,72,240000,0,120,0,1
40487,3,67,180000,0,60,0,1
40488,3,65,250000,0,84,0,1
40489,3,66,280000,0,108,0,0
40490,3,71,220000,0,120,0,0
40491,3,74,260000,0,108,0,0
40492,3,67,250000,0,12,0,0
40493,3,71,300000,0,144,0,0
40494,3,65,270000,0,180,0,1
40495,3,63,240000,0,156,0,0
40496,3,68,230000,0,24,0,1
40497,3,64,260000,0,36,0,1
40498,3,74,200000,0,120,0,0
40499,3,69,320000,0,156,0,0
40500,3,76,180000,0,84,0,0
40501,3,67,230000,0,108,0,1
40502,3,69,220000,0,144,0,0
40503,3,79,350000,0,96,0,0
40504,3,71,240000,0,180,0,1
40505,3,71,270000,0,60,0,1
40506,3,63,180000,0,132,0,1
40507,3,70,140000,0,36,0,0
40508,3,70,150000,0,120,0,0
40509,3,73,320000,0,84,0,0
40510,3,70,280000,0,24,0,0
40511,3,72,220000,0,108,0,0
40512,3,68,250000,0,60,0,0
40513,3,67,240000,0,12,0,1
40514,3,69,210000,0,180,0,1
40515,3,70,350000,0,132,0,0
40516,3,71,310000,0,180,0,1
40517,3,75,150000,0,156,0,0
40518,3,69,220000,0,24,0,1
40519,3,67,240000,0,84,0,1
40520,3,70,130000,0,0,0,1
40521,3,66,170000,0,12,0,0
40522,3,72,280000,0,24,0,0
40523,3,69,250000,0,156,0,1
40524,3,64,110000,0,156,0,0
40525,3,65,260000,0,0,0,0
40526,3,67,290000,0,36,0,1
40527,3,66,230000,0,180,0,0
40528,3,77,180000,0,132,0,0
40529,3,60,160000,0,120,0,1
40530,3,67,200000,0,120,0,1
40531,3,65,290000,0,168,0,0
40532,3,68,190000,0,144,0,1
40533,3,69,240000,0,96,0,0
40534,3,72,330000,0,180,0,1
40535,3,70,250000,0,48,0,0
40536,3,68,200000,0,108,0,0
40537,3,73,170000,0,60,0,1
40538,3,66,190000,0,168,0,0
40539,3,69,200000,0,60,0,1
40540,3,67,180000,0,0,0,1
40541,3,75,230000,0,0,0,0
40542,3,73,210000,0,48,0,0
40543,3,75,170000,0,120,0,0
40544,3,66,300000,0,48,0,1
40545,3,69,190000,0,0,0,0
40546,3,65,190000,0,84,0,1
40547,3,65,310000,0,96,0,0
40548,3,72,200000,0,36,0,0
40549,3,75,250000,0,120,0,0
40550,3,74,330000,0,84,0,1
40551,3,77,250000,0,24,0,1
40552,3,69,300000,0,156,0,0
40553,3,66,270000,0,168,0,1
40554,3,67,250000,0,120,0,0
40555,3,72,300000,0,72,0,1
40556,3,67,310000,0,24,0,0
40557,3,62,240000,0,84,0,0
40558,3,71,260000,0,0,0,0
40559,3,75,190000,0,96,0,0
40560,3,70,280000,0,108,0,0
40561,3,76,100000,0,36,0,1
40562,3,68,300000,0,0,0,0
40563,3,78,180000,0,144,0,0
40564,3,73,250000,0,108,0,1
40565,3,73,240000,0,48,0,1
40566,3,69,180000,0,96,0,1
40567,3,77,230000,0,84,0,1
40568,3,68,210000,0,12,0,1
40569,3,71,170000,0,36,0,1
40570,3,66,260000,0,180,0,1
40571,3,71,200000,0,180,0,0
40572,3,70,250000,0,60,0,1
40573,3,68,230000,0,36,0,1
40574,3,69,240000,0,120,0,0
40575,3,70,220000,0,0,0,0
40576,3,68,310000,0,24,0,0
40577,3,67,250000,0,144,0,0
40578,3,67,130000,0,12,0,1
40579,3,70,370000,0,132,0,0
40580,3,68,330000,0,48,0,1
40581,3,65,210000,0,96,0,1
40582,3,71,230000,0,0,0,1
40583,3,62,270000,0,144,0,0
40584,3,66,200000,0,144,0,1
40585,3,69,250000,0,168,0,0
40586,3,66,190000,0,144,0,0
40587,3,74,250000,0,168,0,0
40588,3,66,270000,0,48,0,0
40589,3,62,280000,0,36,0,0
40590,3,69,160000,0,12,0,0
40591,3,70,220000,0,144,0,1
40592,3,67,260000,0,120,0,1
40593,3,67,280000,0,12,0,1
40594,3,68,240000,0,156,0,0
40595,3,74,270000,0,60,0,0
40596,3,67,240000,0,12,0,1
40597,3,68,200000,0,84,0,0
40598,3,71,370000,0,168,0,0
40599,3,68,270000,0,0,0,0
40600,3,69,240000,0,12,0,0
40601,3,74,260000,0,180,0,1
40602,3,79,160000,0,12,0,1
40603,3,70,210000,0,132,0,1
40604,3,67,220000,0,48,0,0
40605,3,67,290000,0,120,0,0
40606,3,72,340000,0,84,0,1
40607,3,65,270000,0,12,0,1
40608,3,75,180000,0,132,0,1
40609,3,71,200000,0,36,0,0
40610,3,61,230000,0,96,0,0
40611,3,74,170000,0,96,0,0
40612,3,74,250000,0,132,0,1
40613,3,69,240000,0,180,0,1
40614,3,75,260000,0,48,0,1
40615,3,80,270000,0,180,0,1
40616,3,70,170000,0,108,0,0
40617,3,71,250000,0,24,0,1
40618,3,73,330000,0,108,0,0
40619,3,69,290000,0,36,0,1
40620,3,65,180000,0,72,0,1
40621,3,71,310000,0,72,0,1
40622,3,70,260000,0,24,0,1
40623,3,73,280000,0,96,0,0
40624,3,78,240000,0,12,0,0
40625,3,74,170000,0,72,0,1
40626,3,69,250000,0,108,0,0
40627,3,70,200000,0,120,0,0
40628,3,66,230000,0,96,0,1
40629,3,75,290000,0,36,0,0
40630,3,75,220000,0,144,0,0
40631,3,72,210000,0,96,0,0
40632,3,82,330000,0,144,0,0
40633,3,70,200000,0,60,0,1
40634,3,69,280000,0,36,0,0
40635,3,66,270000,0,120,0,1
40636,3,73,160000,0,72,0,0
40637,3,73,220000,0,180,0,1
40638,3,67,230000,0,120,0,0
40639,3,71,250000,0,168,0,0
40640,3,74,250000,0,156,0,0
40641,3,72,170000,0,180,0,1
40642,3,75,230000,0,0,0,1
40643,3,73,140000,0,168,0,1
40644,3,73,240000,0,60,0,0
40645,3,64,200000,0,120,0,1
40646,3,68,300000,0,156,0,0
40647,3,64,210000,0,120,0,0
40648,3,76,190000,0,132,0,0
40649,3,74,210000,0,24,0,0
40650,3,69,290000,0,96,0,0
40651,3,74,280000,0,96,0,0
40652,3,67,230000,0,132,0,1
40653,3,70,210000,0,108,0,1
40654,3,69,240000,0,156,0,0
40655,3,69,170000,0,132,0,0
40656,3,74,260000,0,108,0,0
40657,3,68,290000,0,48,0,0
40658,3,64,250000,0,84,0,1
40659,3,74,300000,0,36,0,1
40660,3,69,250000,0,60,0,1
40661,3,67,230000,0,132,0,0
40662,3,67,300000,0,72,0,1
40663,3,76,280000,0,24,0,0
40664,3,70,270000,0,48,0,0
40665,3,75,210000,0,120,0,0
40666,3,70,150000,0,0,0,1
40667,3,75,220000,0,144,0,0
40668,3,68,280000,0,36,0,1
40669,3,68,270000,0,120,0,1
40670,3,72,270000,0,0,0,1
40671,3,73,240000,0,156,0,0
40672,3,61,190000,0,48,0,0
40673,3,66,260000,0,72,0,1
40674,3,73,210000,0,48,0,0
40675,3,62,290000,0,132,0,0
40676,3,69,210000,0,36,0,1
40677,3,63,230000,0,36,0,1
40678,3,71,230000,0,156,0,1
40679,3,68,350000,0,96,0,0
40680,3,71,190000,0,180,0,0
40681,3,75,270000,0,180,0,0
40682,3,61,340000,0,72,0,0
40683,3,68,210000,0,108,0,0
40684,3,71,280000,0,108,0,1
40685,3,68,240000,0,24,0,0
40686,3,69,250000,0,84,0,1
40687,3,77,290000,0,48,0,1
40688,3,67,170000,0,36,0,1
40689,3,73,150000,0,168,0,1
40690,3,63,260000,0,0,0,0
40691,3,68,200000,0,72,0,0
40692,3,69,220000,0,84,0,0
40693,3,70,310000,0,132,0,1
40694,3,68,240000,0,168,0,1
40695,3,58,210000,0,60,0,1
40696,3,74,250000,0,36,0,0
40697,3,68,250000,0,156,0,0
40698,3,77,300000,0,144,0,1
40699,3,72,230000,0,72,0,1
40700,3,72,240000,0,96,0,1
40701,3,72,180000,0,36,0,0
40702,3,69,230000,0,180,0,1
40703,3,71,250000,0,108,0,0
40704,3,68,230000,0,168,0,0
40705,3,73,230000,0,108,0,1
40706,3,63,330000,0,12,0,0
40707,3,74,210000,0,36,0,0
40708,3,72,190000,0,48,0,1
40709,3,78,290000,0,180,0,0
40710,3,65,220000,0,0,0,0
40711,3,81,250000,0,180,0,0
40712,3,75,280000,0,144,0,1
40713,3,68,250000,0,180,0,1
40714,3,71,340000,0,72,0,0
40715,3,78,350000,0,108,0,1
40716,3,71,320000,0,84,0,0
40717,3,69,210000,0,144,0,1
40718,3,80,210000,0,180,0,0
40719,3,74,250000,0,60,0,1
40720,3,74,250000,0,0,0,1
40721,3,68,280000,0,132,0,1
40722,3,66,310000,0,72,0,0
40723,3,67,230000,0,24,0,0
40724,3,73,240000,0,120,0,0
40725,3,75,170000,0,132,0,0
40726,3,72,240000,0,168,0,0
40727,3,72,180000,0,12,0,1
40728,3,68,210000,0,72,0,1
40729,3,64,300000,0,24,0,1
40730,3,75,280000,0,144,0,0
40731,3,69,240000,0,72,0,0
40732,3,66,240000,0,96,0,1
40733,3,75,280000,0,168,0,0
40734,3,75,190000,0,12,0,0
40735,3,72,270000,0,12,0,0
40736,3,64,200000,0,96,0,0
40737,3,74,240000,0,120,0,0
40738,3,76,300000,0,168,0,1
40739,3,71,160000,0,156,0,1
40740,3,69,290000,0,24,0,1
40741,3,72,210000,0,24,0,1
40742,3,74,230000,0,132,0,1
40743,3,67,300000,0,180,0,0
40744,3,68,190000,0,144,0,0
40745,3,63,330000,0,84,0,1
40746,3,67,240000,0,120,0,1
40747,3,68,200000,0,60,0,0
40748,3,70,170000,0,108,0,0
40749,3,73,170000,0,156,0,0
40750,3,75,210000,0,120,0,0
40751,3,70,210000,0,60,0,1
40752,3,66,240000,0,108,0,1
40753,3,69,210000,0,180,0,1
40754,3,68,190000,0,84,0,0
40755,3,67,350000,0,48,0,0
40756,3,74,240000,0,72,0,1
40757,3,65,260000,0,156,0,0
40758,3,67,260000,0,48,0,0
40759,3,69,230000,0,108,0,0
40760,3,66,250000,0,180,0,1
40761,3,69,210000,0,24,0,0
40762,3,72,210000,0,168,0,0
40763,3,66,310000,0,108,0,0
40764,3,72,300000,0,144,0,0
40765,3,69,330000,0,180,0,1
40766,3,75,220000,0,60,0,1
40767,3,73,190000,0,12,0,1
40768,3,70,260000,0,12,0,0
40769,3,73,340000,0,96,0,1
40770,3,62,200000,0,72,0,0
40771,3,69,210000,0,120,0,1
40772,3,66,180000,0,156,0,0
40773,3,71,330000,0,96,0,0
40774,3,65,120000,0,0,0,0
40775,3,61,310000,0,60,0,0
40776,3,64,180000,0,24,0,0
40777,3,71,300000,0,168,0,1
40778,3,73,260000,0,36,0,1
40779,3,64,190000,0,84,0,0
40780,3,70,320000,0,0,0,0
40781,3,69,220000,0,132,0,0
40782,3,73,180000,0,108,0,0
40783,3,70,180000,0,48,0,0
40784,3,70,190000,0,24,0,0
40785,3,74,220000,0,72,0,0
40786,3,68,240000,0,132,0,1
40787,3,65,220000,0,12,0,0
40788,3,76,270000,0,108,0,0
40789,3,75,290000,0,180,0,1
40790,3,69,320000,0,168,0,0
40791,3,68,290000,0,60,0,0
40792,3,68,210000,0,144,0,1
40793,3,66,270000,0,48,0,1
40794,3,68,190000,0,144,0,0
40795,3,62,320000,0,144,0,1
40796,3,74,280000,0,156,0,1
40797,3,76,260000,0,84,0,1
40798,3,74,170000,0,12,0,0
40799,3,74,210000,0,36,0,1
40800,3,64,250000,0,60,0,0
40801,3,75,290000,0,60,0,1
40802,3,69,290000,0,48,0,1
40803,3,66,270000,0,24,0,0
40804,3,66,290000,0,180,0,0
40805,3,73,210000,0,24,0,1
40806,3,72,270000,0,96,0,1
40807,3,68,250000,0,108,0,1
40808,3,65,220000,0,48,0,1
40809,3,66,270000,0,60,0,1
40810,3,70,250000,0,48,0,1
40811,3,74,240000,0,72,0,0
40812,3,70,190000,0,156,0,0
40813,3,73,220000,0,132,0,1
40814,3,68,250000,0,96,0,1
40815,3,70,290000,0,36,0,1
40816,3,73,210000,0,132,0,0
40817,3,66,250000,0,24,0,0
40818,3,67,250000,0,36,0,1
40819,3,82,210000,0,156,0,0
40820,3,71,230000,0,36,0,0
40821,3,67,170000,0,0,0,1
40822,3,68,230000,0,60,0,1
40823,3,67,280000,0,132,0,0
40824,3,61,270000,0,132,0,1
40825,3,72,280000,0,156,0,0
40826,3,67,200000,0,144,0,1
40827,3,72,240000,0,144,0,1
40828,3,76,380000,0,84,0,1
40829,3,71,230000,0,96,0,1
40830,3,59,330000,0,72,0,0
40831,3,71,270000,0,156,0,1
40832,3,74,230000,0,144,0,1
40833,3,70,160000,0,144,0,1
40834,3,73,270000,0,0,0,0
40835,3,67,260000,0,12,0,0
40836,3,67,310000,0,120,0,1
40837,3,70,160000,0,156,0,0
40838,3,67,270000,0,132,0,0
40839,3,71,260000,0,72,0,1
40840,3,72,190000,0,48,0,0
40841,3,71,300000,0,156,0,1
40842,3,69,320000,0,12,0,0
40843,3,76,250000,0,120,0,0
40844,3,70,180000,0,60,0,0
40845,3,68,230000,0,72,0,1
40846,3,66,270000,0,96,0,0
40847,3,70,160000,0,36,0,1
40848,3,68,250000,0,96,0,0
40849,3,67,300000,0,108,0,1
40850,3,76,240000,0,144,0,0
40851,3,70,250000,0,24,0,0
40852,3,74,250000,0,72,0,1
40853,3,73,300000,0,36,0,0
40854,3,70,210000,0,60,0,0
40855,3,72,300000,0,108,0,0
40856,3,72,210000,0,0,0,0
40857,3,67,190000,0,96,0,1
40858,3,70,240000,0,36,0,1
40859,3,60,160000,0,108,0,0
40860,3,68,150000,0,12,0,0
40861,3,63,120000,0,156,0,1
40862,3,70,250000,0,72,0,1
40863,3,72,310000,0,168,0,0
40864,3,69,130000,0,168,0,1
40865,3,70,220000,0,180,0,0
40866,3,66,230000,0,36,0,0
40867,3,76,350000,0,12,0,1
40868,3,70,260000,0,24,0,0
40869,3,65,240000,0,108,0,1
40870,3,70,280000,0,180,0,1
40871,3,66,200000,0,84,0,1
40872,3,75,230000,0,84,0,0
40873,3,73,230000,0,108,0,1
40874,3,65,210000,0,0,0,1
40875,3,73,200000,0,48,0,1
40876,3,67,250000,0,48,0,1
40877,3,71,310000,0,156,0,0
40878,3,74,270000,0,108,0,1
40879,3,70,290000,0,84,0,1
40880,3,73,300000,0,132,0,1
40881,3,72,330000,0,84,0,0
40882,3,78,230000,0,12,0,1
40883,3,71,150000,0,24,0,0
40884,3,64,260000,0,120,0,1
40885,3,71,170000,0,72,0,0
40886,3,72,120000,0,24,0,0
40887,3,73,210000,0,132,0,0
40888,3,63,190000,0,84,0,1
40889,3,67,180000,0,48,0,1
40890,3,75,210000,0,144,0,0
40891,3,79,230000,0,96,0,0
40892,3,67,200000,0,180,0,1
40893,3,70,270000,0,12,0,1
40894,3,70,280000,0,180,0,0
40895,3,72,310000,0,108,0,1
40896,3,67,300000,0,108,0,0
40897,3,71,200000,0,36,0,0
40898,3,76,220000,0,180,0,0
40899,3,72,230000,0,60,0,1
40900,3,71,220000,0,72,0,1
40901,3,71,240000,0,120,0,1
40902,3,64,370000,0,84,0,1
40903,3,68,150000,0,120,0,0
40904,3,68,310000,0,120,0,1
40905,3,74,270000,0,144,0,0
40906,3,68,250000,0,60,0,1
40907,3,70,170000,0,84,0,0
40908,3,79,300000,0,0,0,0
40909,3,79,370000,0,0,0,0
40910,3,71,320000,0,72,0,1
40911,3,70,210000,0,168,0,0
40912,3,67,180000,0,156,0,0
40913,3,75,240000,0,168,0,0
40914,3,70,240000,0,108,0,1
40915,3,65,240000,0,0,0,0
40916,3,66,230000,0,48,0,0
40917,3,71,320000,0,60,0,1
40918,3,68,210000,0,84,0,0
40919,3,67,240000,0,12,0,0
40920,3,67,240000,0,12,0,1
40921,3,65,330000,0,96,0,1
40922,3,73,270000,0,144,0,1
40923,3,68,230000,0,84,0,0
40924,3,74,200000,0,36,0,0
40925,3,68,370000,0,60,0,0
40926,3,68,210000,0,60,0,0
40927,3,70,300000,0,60,0,1
40928,3,68,240000,0,144,0,1
40929,3,74,240000,0,108,0,0
40930,3,69,280000,0,108,0,1
40931,3,72,240000,0,12,0,0
40932,3,67,220000,0,84,0,0
40933,3,69,160000,0,48,0,1
40934,3,70,340000,0,108,0,1
40935,3,72,160000,0,12,0,1
40936,3,69,190000,0,24,0,0
40937,3,72,270000,0,120,0,1
40938,3,67,190000,0,72,0,0
40939,3,63,310000,0,36,0,0
40940,3,67,240000,0,180,0,0
40941,3,69,250000,0,180,0,1
40942,3,67,300000,0,144,0,1
40943,3,66,300000,0,12,0,0
40944,3,65,200000,0,96,0,1
40945,3,70,240000,0,48,0,0
40946,3,70,290000,0,108,0,0
40947,3,73,290000,0,144,0,0
40948,3,73,240000,0,144,0,0
40949,3,70,200000,0,144,0,1
40950,3,69,240000,0,84,0,0
40951,3,74,220000,0,48,0,0
40952,3,72,290000,0,84,0,1
40953,3,66,360000,0,168,0,1
40954,3,67,200000,0,156,0,0
40955,3,69,200000,0,120,0,0
40956,3,77,310000,0,132,0,0
40957,3,71,170000,0,60,0,0
40958,3,74,250000,0,180,0,0
40959,3,78,240000,0,108,0,0
40960,3,71,240000,0,24,0,0
40961,3,68,290000,0,72,0,0
40962,3,71,210000,0,144,0,0
40963,3,67,190000,0,12,0,1
40964,3,70,250000,0,24,0,0
40965,3,68,270000,0,24,0,0
40966,3,78,250000,0,96,0,0
40967,3,63,220000,0,0,0,1
40968,3,75,250000,0,96,0,1
40969,3,76,240000,0,156,0,0
40970,3,72,230000,0,36,0,1
40971,3,71,270000,0,132,0,0
40972,3,76,250000,0,48,0,1
40973,3,72,270000,0,156,0,1
40974,3,72,190000,0,156,0,0
40975,3,73,210000,0,144,0,0
40976,3,65,300000,0,36,0,1
40977,3,71,280000,0,156,0,1
40978,3,73,200000,0,72,0,0
40979,3,72,210000,0,108,0,0
40980,3,73,270000,0,144,0,1
40981,3,62,230000,0,132,0,1
40982,3,71,300000,0,72,0,1
40983,3,75,230000,0,12,0,1
40984,3,68,270000,0,84,0,0
40985,3,71,280000,0,84,0,1
40986,3,71,330000,0,132,0,1
40987,3,72,210000,0,156,0,1
40988,3,80,300000,0,180,0,0
40989,3,70,200000,0,144,0,0
40990,3,70,210000,0,108,0,0
40991,3,73,290000,0,144,0,1
40992,3,68,300000,0,144,0,1
40993,3,74,270000,0,48,0,1
40994,3,73,270000,0,96,0,1
40995,3,70,210000,0,180,0,0
40996,3,74,190000,0,0,0,1
40997,3,80,250000,0,156,0,1
40998,3,73,250000,0,36,0,0
40999,3,71,220000,0,36,0,0
41000,3,70,190000,0,96,0,1
41001,3,71,280000,0,12,0,0
41002,3,71,300000,0,144,0,0
41003,3,74,170000,0,108,0,1
41004,3,72,260000,0,156,0,1
41005,3,69,230000,0,120,0,1
41006,3,73,210000,0,108,0,0
41007,3,80,190000,0,108,0,0
41008,3,72,220000,0,0,0,1
41009,3,65,160000,0,168,0,0
41010,3,68,190000,0,168,0,0
41011,3,68,270000,0,0,0,0
41012,3,71,260000,0,48,0,0
41013,3,70,230000,0,156,0,0
41014,3,70,220000,0,60,0,1
41015,3,78,200000,0,48,0,1
41016,3,64,260000,0,12,0,1
41017,3,75,240000,0,132,0,1
41018,3,67,250000,0,48,0,1
41019,3,72,310000,0,108,0,1
41020,3,63,180000,0,156,0,1
41021,3,76,380000,0,120,0,1
41022,3,65,220000,0,120,0,1
41023,3,64,180000,0,48,0,0
41024,3,64,240000,0,60,0,0
41025,3,74,320000,0,120,0,0
41026,3,68,190000,0,144,0,0
41027,3,66,290000,0,144,0,1
41028,3,74,160000,0,0,0,1
41029,3,71,190000,0,96,0,0
41030,3,66,170000,0,108,0,0
41031,3,71,210000,0,72,0,0
41032,3,72,260000,0,36,0,1
41033,3,75,250000,0,108,0,1
41034,3,66,190000,0,60,0,1
41035,3,63,160000,0,108,0,1
41036,3,68,270000,0,72,0,1
41037,3,65,230000,0,180,0,1
41038,3,72,240000,0,132,0,0
41039,3,70,210000,0,108,0,0
41040,3,73,310000,0,96,0,0
41041,3,77,250000,0,120,0,1
41042,3,66,280000,0,0,0,0
41043,3,73,220000,0,120,0,1
41044,3,74,280000,0,96,0,1
41045,3,75,170000,0,0,0,1
41046,3,67,270000,0,72,0,1
41047,3,71,230000,0,24,0,1
41048,3,73,150000,0,156,0,1
41049,3,75,300000,0,72,0,0
41050,3,75,280000,0,168,0,0
41051,3,69,240000,0,180,0,1
41052,3,77,220000,0,60,0,1
41053,3,74,170000,0,120,0,1
41054,3,68,270000,0,96,0,0
41055,3,63,280000,0,156,0,1
41056,3,68,330000,0,156,0,0
41057,3,69,230000,0,24,0,1
41058,3,73,230000,0,144,0,0
41059,3,74,250000,0,144,0,1
41060,3,73,320000,0,60,0,1
41061,3,73,240000,0,36,0,1
41062,3,65,250000,0,84,0,1
41063,3,70,200000,0,108,0,1
41064,3,78,270000,0,120,0,1
41065,3,64,210000,0,72,0,1
41066,3,65,160000,0,144,0,0
41067,3,73,190000,0,84,0,1
41068,3,69,250000,0,144,0,0
41069,3,67,240000,0,180,0,1
41070,3,69,270000,0,96,0,1
41071,3,72,190000,0,108,0,0
41072,3,75,210000,0,36,0,0
41073,3,67,180000,0,156,0,1
41074,3,72,270000,0,144,0,1
41075,3,70,310000,0,108,0,0
41076,3,72,220000,0,108,0,0
41077,3,65,320000,0,36,0,1
41078,3,70,250000,0,120,0,1
41079,3,67,240000,0,108,0,0
41080,3,79,210000,0,0,0,1
41081,3,69,290000,0,156,0,1
41082,3,66,160000,0,108,0,1
41083,3,66,250000,0,156,0,1
41084,3,74,310000,0,132,0,1
41085,3,70,240000,0,180,0,1
41086,3,73,190000,0,168,0,1
41087,3,70,320000,0,156,0,1
41088,3,73,150000,0,36,0,0
41089,3,71,250000,0,120,0,0
41090,3,75,270000,0,120,0,0
41091,3,79,250000,0,0,0,1
41092,3,67,200000,0,72,0,1
41093,3,66,240000,0,72,0,1
41094,3,69,300000,0,84,0,0
41095,3,64,210000,0,120,0,1
41096,3,71,170000,0,12,0,1
41097,3,68,230000,0,108,0,1
41098,3,78,250000,0,60,0,0
41099,3,71,310000,0,36,0,0
41100,3,65,260000,0,120,0,0
41101,3,73,310000,0,156,0,1
41102,3,65,240000,0,132,0,1
41103,3,75,170000,0,120,0,1
41104,3,78,190000,0,120,0,0
41105,3,73,250000,0,48,0,1
41106,3,70,230000,0,108,0,1
41107,3,71,260000,0,12,0,0
41108,3,72,170000,0,24,0,0
41109,3,66,280000,0,24,0,0
41110,3,65,150000,0,168,0,0
41111,3,59,220000,0,36,0,1
41112,3,72,260000,0,12,0,1
41113,3,65,350000,0,0,0,1
41114,3,62,290000,0,48,0,1
41115,3,68,210000,0,120,0,0
41116,3,68,190000,0,144,0,1
41117,3,68,230000,0,132,0,1
41118,3,75,230000,0,12,0,1
41119,3,63,210000,0,72,0,1
41120,3,66,170000,0,60,0,0
41121,3,66,310000,0,60,0,0
41122,3,74,270000,0,72,0,0
41123,3,69,220000,0,108,0,0
41124,3,69,280000,0,108,0,1
41125,3,68,230000,0,132,0,1
41126,3,71,200000,0,156,0,0
41127,3,72,260000,0,12,0,1
41128,3,69,320000,0,60,0,0
41129,3,65,160000,0,144,0,1
41130,3,66,260000,0,24,0,0
41131,3,76,260000,0,156,0,0
41132,3,75,270000,0,108,0,0
41133,3,70,290000,0,144,0,0
41134,3,69,350000,0,60,0,0
41135,3,71,250000,0,156,0,0
41136,3,71,250000,0,132,0,0
41137,3,65,210000,0,156,0,0
41138,3,69,330000,0,12,0,0
41139,3,74,270000,0,60,0,1
41140,3,67,290000,0,84,0,1
41141,3,66,340000,0,132,0,0
41142,3,73,190000,0,96,0,1
41143,3,70,300000,0,168,0,1
41144,3,69,260000,0,108,0,1
41145,3,66,320000,0,0,0,0
41146,3,73,320000,0,24,0,1
41147,3,75,200000,0,84,0,0
41148,3,74,300000,0,48,0,1
41149,3,73,270000,0,156,0,1
41150,3,72,340000,0,0,0,1
41151,3,69,220000,0,36,0,0
41152,3,75,270000,0,12,0,0
41153,3,65,270000,0,60,0,0
41154,3,69,250000,0,72,0,0
41155,3,71,230000,0,156,0,0
